viewId,chartType,queryStr,resolvedQueryStr,md5,svgFilename,durationReceiveData,durationTotal,heapUsed,totalDataFileSize
overarching-legal-frameworks-regarding-gender-equality,WorldMap,,,225d08820e8256cde057ebc5b216559a,overarching-legal-frameworks-regarding-gender-equality_v14_850x600.svg,2,24,675508504,11890
ozone-depleting-substance-consumption,StackedArea,,,7f63c0a80eafe6365c9620bd5dc9b702,ozone-depleting-substance-consumption_v16_850x600.svg,27,77,360311984,904933
ozone-depleting-substance-emissions,LineChart,,,4da758ed114ffccd48781ee66543df6e,ozone-depleting-substance-emissions_v13_850x600.svg,3,25,289116816,3454
ozone-depleting-substances-index,LineChart,,,d1c4a1f6dfbdec744b5017b707b53751,ozone-depleting-substances-index_v15_850x600.svg,3,23,665560336,159200
ozone-o3-concentration-in-ppb,WorldMap,,,f5c51d725eed5bd6ec0ea30ff7742e74,ozone-o3-concentration-in-ppb_v8_850x600.svg,2,21,689830680,34956
p10-vs-gdp-per-capita,ScatterPlot,,,a72a41f1cf70e995013df007b7f139f7,p10-vs-gdp-per-capita_v50_850x600.svg,102,327,763236040,2828768
pain-broiler-chickens,DiscreteBar,,,464fe1ee7f637c0c7bd0b2e18d6f81de,pain-broiler-chickens_v11_850x600.svg,2,22,266783600,465
pain-levels-hen-systems,DiscreteBar,,,4904851744e35dd52a5e97ef6ea7fd8e,pain-levels-hen-systems_v9_850x600.svg,1,22,200727848,615
palm-oil-imports,WorldMap,,,136d49ed1f2137990f81f71d921b49e3,palm-oil-imports_v12_850x600.svg,4,33,395136704,376805
palm-oil-production,LineChart,,,eb01076de856eb4f72590a13b2e3ba4d,palm-oil-production_v16_850x600.svg,2,15,291071792,141569
palm-oil-yields,WorldMap,,,b886312c7fe127f0253b1b9568cdd700,palm-oil-yields_v14_850x600.svg,3,21,702470880,145256
palma-ratio-after-tax-lis,LineChart,,,23f606c78336be1934c78159b928db66,palma-ratio-after-tax-lis_v46_850x600.svg,2,22,238723960,35057
palma-ratio-world-inequality-database,WorldMap,,,877e4fe66ff9c082f0efc165ee78a935,palma-ratio-world-inequality-database_v45_850x600.svg,2,26,273232288,125873
pancreatic-cancer-death-rate,WorldMap,,,10b02f2ff9d69759330efdf3d1b3df6f,pancreatic-cancer-death-rate_v22_850x600.svg,2,36,220937504,99997
parameters-in-notable-artificial-intelligence-systems,ScatterPlot,,,72c4cc151cde3baf3debabf6c84902af,parameters-in-notable-artificial-intelligence-systems_v178_850x600.svg,2,68,420732056,28233
parameters-vs-training-dataset-size-in-notable-ai-systems,ScatterPlot,,,8c74d74271d9d3ca16040175ce4380d0,parameters-vs-training-dataset-size-in-notable-ai-systems_v43_850x600.svg,3,304,805244008,54769
parents-same-sex-vs-different-sex,WorldMap,,,a619bc9dd717038fe5ff74190d9d1f90,parents-same-sex-vs-different-sex_v28_850x600.svg,3,23,285614568,2737
parents-who-agree-with-spanking-to-discipline-a-child,StackedArea,,,2110a54c9e488946a706dae97665181b,parents-who-agree-with-spanking-to-discipline-a-child_v6_850x600.svg,2,17,461698920,2682
parkinsons-disease-prevalence-ihme,WorldMap,,,4e4d08cae64f46b8709647fd4391f27e,parkinsons-disease-prevalence-ihme_v14_850x600.svg,4,29,240319872,259364
partial-nuclear-test-ban-treaty,WorldMap,,,41888229b8d7960ab920c12a4f4f43f8,partial-nuclear-test-ban-treaty_v6_850x600.svg,3,39,483914320,435697
participants-in-ongoing-state-based-conflicts-by-region,StackedBar,,,a22e67e8583ba8c9418068bdec03d238,participants-in-ongoing-state-based-conflicts-by-region_v45_850x600.svg,1,49,299231736,13004
participation-of-women-in-purchase-decisions-vs-gdp-per-capita,ScatterPlot,,,1692345144b9a9fd7babde37ff929da7,participation-of-women-in-purchase-decisions-vs-gdp-per-capita_v50_850x600.svg,11,51,263453496,255795
participation-rate-in-formal-and-non-formal-education-and-training,WorldMap,,,a62eb4fbb1a60cf596dd45f6197fe7f1,participation-rate-in-formal-and-non-formal-education-and-training_v12_850x600.svg,4,22,455125672,63432
participatory-democracy-index,WorldMap,,,3f2b84cc032ca7d4c36bcbf99a874b33,participatory-democracy-index_v52_850x600.svg,35,139,327779240,1013812
participatory-political-institutions-index,WorldMap,,,574b74d62e930fdec55435005a6de1b0,participatory-political-institutions-index_v49_850x600.svg,48,147,305580088,1030803
parties-to-multilateral-agreements-on-hazardous-waste,DiscreteBar,,,beaec89c1ba36ebaf3e717261c1a5969,parties-to-multilateral-agreements-on-hazardous-waste_v18_850x600.svg,4,15,471511000,65423
passenger-kilometers-traveled-self-driving-taxis,StackedBar,,,85e0cd3b5097eed6a4271b9fe334cde8,passenger-kilometers-traveled-self-driving-taxis_v22_850x600.svg,1,23,495627384,1743
patent-applications-per-million,WorldMap,,,11c1abade2672d659dd6891de62f342a,patent-applications-per-million_v16_850x600.svg,2,34,472165952,143072
patents-ccs,WorldMap,,,47e5a041cbaddf4e0dab6ce0ce72e385,patents-ccs_v11_850x600.svg,2,34,242498992,32110
patents-electric-vehicles,StackedBar,,,55f74d77b173676bcf9f9e7b0e21a848,patents-electric-vehicles_v8_850x600.svg,11,28,410681600,150666
patents-energy-storage,StackedBar,,,a23831f55542b39c7884c13bf7a7c4d4,patents-energy-storage_v8_850x600.svg,6,39,505114304,125623
patents-filed-for-renewables,StackedBar,,,f26305bd9492171c3a090248d8b3e703,patents-filed-for-renewables_v14_850x600.svg,11,41,381389368,300235
patents-for-renewables-by-country,WorldMap,,,f5aa76729825532d2bd42447a5865d3f,patents-for-renewables-by-country_v13_850x600.svg,3,22,322282776,51420
patents-usa-by-category,StackedArea,,,322daa6c8acdd71043c764fc43a27e08,patents-usa-by-category_v17_850x600.svg,2,15,442089064,29674
pcv3-number-unvaccinated,WorldMap,,,d68795d6d5e1f00f1174dd5ca4343e97,pcv3-number-unvaccinated_v13_850x600.svg,3,30,260299696,59765
pea-production,WorldMap,,,9d8fa37963d51cf4c776df44cf093200,pea-production_v9_850x600.svg,3,24,523946640,240099
pea-yields,WorldMap,,,63498e9ff3a5f0c14424ccae31354654,pea-yields_v11_850x600.svg,4,31,462289744,254750
peaceful-and-hostile-relationships-between-states,StackedArea,,,23270fbfa94813dab5b319451c4feb60,peaceful-and-hostile-relationships-between-states_v19_850x600.svg,3,16,356155768,116671
peaceful-and-hostile-relationships-between-states-no-relationship-included,StackedArea,,,663a05ab77f0372bbf042e45ab480f43,peaceful-and-hostile-relationships-between-states-no-relationship-included_v25_850x600.svg,4,21,303932384,141221
peak-birth-month,WorldMap,,,5c97d9e99bebbcdb4fd8118bdfccc39a,peak-birth-month_v20_850x600.svg,2,19,381575936,200770
people-asked-for-a-bribe-vs-firms-asked-for-a-bribe,ScatterPlot,,,eef76ed4a270a35c6e21fe76853e8a79,people-asked-for-a-bribe-vs-firms-asked-for-a-bribe_v10_850x600.svg,4,35,282273456,28620
people-fully-vaccinated-covid,LineChart,,,b6b3e56dafccc2c1e2b46d2e3e6bb9b1,people-fully-vaccinated-covid_v1531_850x600.svg,14,96,550545584,2397778
people-joint-adoptions-same-sex-partners-legal,StackedArea,,,2e4db44f42c2d649074b0d3f38df9664,people-joint-adoptions-same-sex-partners-legal_v35_850x600.svg,1,27,323808432,35760
people-living-countries-legalized-sex-marriage,StackedArea,,,cd1b9cc34215f7678c1d1083672bda7c,people-living-countries-legalized-sex-marriage_v33_850x600.svg,2,27,823531352,18693
people-living-in-countries-in-which-same-sex-sexual-acts-are-legal,StackedArea,,,ee99c2f0e9f16a92e8a51eb105dd905b,people-living-in-countries-in-which-same-sex-sexual-acts-are-legal_v10_850x600.svg,10,31,438198536,248696
people-living-in-countries-that-have-universal-voting-rights,StackedArea,,,0b1fc60751788906e115c93040d2e51e,people-living-in-countries-that-have-universal-voting-rights_v42_850x600.svg,5,19,313679936,193668
people-living-in-countries-that-sanction-domestic-violence,StackedArea,,,00f243a432567b64c37d0bc44c537519,people-living-in-countries-that-sanction-domestic-violence_v9_850x600.svg,3,18,843478976,36578
people-living-in-democracies-autocracies,StackedArea,,,5d741857cedf06fd75bdd911aee8cbcb,people-living-in-democracies-autocracies_v62_850x600.svg,6,22,359612440,254534
people-living-in-democracies-autocracies-amb-row,StackedArea,,,26dee422470f8feee79f87b852a6648c,people-living-in-democracies-autocracies-amb-row_v63_850x600.svg,12,36,442601160,529403
people-living-in-democracies-autocracies-bti,StackedArea,,,7e04ef2b23e026edd4c35d211ed1e46f,people-living-in-democracies-autocracies-bti_v72_850x600.svg,3,21,822403296,15285
people-living-in-democracies-autocracies-lexical,StackedArea,,,ce2740ef74f4c26590f47e216a0f4679,people-living-in-democracies-autocracies-lexical_v66_850x600.svg,11,31,322021968,424583
people-living-in-democracies-nondemocracies-eiu,StackedArea,,,2bbbd392cdece659ae555772d34ae4b5,people-living-in-democracies-nondemocracies-eiu_v64_850x600.svg,3,19,380571424,19862
people-living-in-democracies-nondemocracies-fh,StackedArea,,,b791cee9ce8d474e9c68be9bf30ad4df,people-living-in-democracies-nondemocracies-fh_v61_850x600.svg,2,16,840766152,14272
people-living-in-democracies-nondemocracies-polity,StackedArea,,,7afd3a6cb476c0133bcbf6cc237a78be,people-living-in-democracies-nondemocracies-polity_v58_850x600.svg,4,21,473655120,193442
people-living-in-democracies-nondemocracies-simplified-lexical,StackedArea,,,83572758c0e36809142f6cc00e942c03,people-living-in-democracies-nondemocracies-simplified-lexical_v83_850x600.svg,4,20,363605872,148750
people-living-in-democratizing-autocratizing-countries-ert,StackedArea,,,bc2c08d259df0d2797018820fe1994ae,people-living-in-democratizing-autocratizing-countries-ert_v82_850x600.svg,4,20,526336944,110432
people-living-in-democratizing-autocratizing-democracies-autocracies-ert,StackedArea,,,23aadab91789b67bbe731e2425a432df,people-living-in-democratizing-autocratizing-democracies-autocracies-ert_v85_850x600.svg,6,24,317979296,187647
people-living-in-free-countries-fh,StackedArea,,,61d87c3b6c9cd6938300c92343495dfe,people-living-in-free-countries-fh_v61_850x600.svg,2,19,344161736,48064
people-living-in-united-nations-member-states,StackedArea,,,8086c52b7f77025928b21480e3b1c536,people-living-in-united-nations-member-states_v9_850x600.svg,5,16,817250568,43034
people-living-with-gynecological-diseases-per-100000,DiscreteBar,,,224e3e2aba274b1f5eb6d16110bf17bd,people-living-with-gynecological-diseases-per-100000_v10_850x600.svg,25,36,457979832,1262102
people-practicing-open-defecation-of-population,WorldMap,,,54aa522eaa67ec001e1a3bd254490a82,people-practicing-open-defecation-of-population_v10_850x600.svg,3,25,386950088,186098
people-third-gender-recognized,StackedArea,,,25dd18897f0cfe0f93efbfeb2098eb59,people-third-gender-recognized_v32_850x600.svg,2,13,545144176,34607
people-treated-for-river-blindness,WorldMap,,,2002dea50867d0acdfaff42d3ed9c99d,people-treated-for-river-blindness_v12_850x600.svg,1,19,359939472,19462
people-vaccinated-covid,LineChart,,,5fe14f5bee014457f84ca493cba93ddb,people-vaccinated-covid_v1518_850x600.svg,15,100,354075872,2469971
people-who-report-having-friends-or-relatives-they-can-count-on,DiscreteBar,,,15488b074a900c0df3c30f42c2310623,people-who-report-having-friends-or-relatives-they-can-count-on_v8_850x600.svg,2,16,837219952,1238
people-with-access-to-at-least-basic-drinking-water,LineChart,,,e7fcf0f84258f83d6b0c2675f53ca48d,people-with-access-to-at-least-basic-drinking-water_v8_850x600.svg,2,30,537596640,199762
people-without-clean-cooking-fuels-region,StackedArea,,,44903d7443b32cda2c90415564f52025,people-without-clean-cooking-fuels-region_v7_850x600.svg,2,11,477643480,125572
people-without-electricity-country,WorldMap,,,f03250a8e4f682c264874789a1c500f2,people-without-electricity-country_v22_850x600.svg,3,35,178370720,207606
per-capita-alcohol-1890,LineChart,,,894ea42f1ff06ef942617294325c2002,per-capita-alcohol-1890_v11_850x600.svg,5,17,413478600,3301
per-capita-co-emissions-from-international-flights-tourism-adjusted,WorldMap,,,f19f3da26ce973995cb2d5544c5b2105,per-capita-co-emissions-from-international-flights-tourism-adjusted_v42_850x600.svg,2,22,455017880,39004
per-capita-co-emissions-vs-human-development-index,ScatterPlot,,,c38601f16fcc125c745ee99074879483,per-capita-co-emissions-vs-human-development-index_v44_850x600.svg,97,266,439825536,2194218
per-capita-co2-aviation,WorldMap,,,4f02ab4e0270928da2981e3f695bfaa6,per-capita-co2-aviation_v6_850x600.svg,2,19,554263248,52988
per-capita-co2-by-source,StackedDiscreteBar,,,39249c465142d0f096738698b6cea7fe,per-capita-co2-by-source_v28_850x600.svg,110,147,447542096,3394337
per-capita-co2-cement,WorldMap,,,919fa2f6b371dd47b65fea1faa3b18b9,per-capita-co2-cement_v28_850x600.svg,8,50,325057416,784878
per-capita-co2-coal,WorldMap,,,b2ece5602c0d64163672d875f5380694,per-capita-co2-coal_v29_850x600.svg,7,49,476633088,721175
per-capita-co2-domestic-aviation-vs-gdp,ScatterPlot,,,ce439eac7927f565706628eabf941acd,per-capita-co2-domestic-aviation-vs-gdp_v26_850x600.svg,8,70,571194952,304202
per-capita-co2-domestic-aviation-vs-land-area,ScatterPlot,,,7c30b6915f4d7e3b25ce3a814823afc2,per-capita-co2-domestic-aviation-vs-land-area_v24_850x600.svg,50,116,221103960,459937
per-capita-co2-emissions-from-domestic-aviation,WorldMap,,,18ee4364eb1c5a474ab615eb77191f9d,per-capita-co2-emissions-from-domestic-aviation_v30_850x600.svg,5,28,348360384,62933
per-capita-co2-flaring,WorldMap,,,5fa45b7f4060d3f9c4bf4da0c75eeb61,per-capita-co2-flaring_v29_850x600.svg,7,31,498497064,440235
per-capita-co2-food-deforestation,DiscreteBar,,,f8767f89a14b4c2b1e0fc1497e1d689e,per-capita-co2-food-deforestation_v5_850x600.svg,3,15,464559208,1545
per-capita-co2-fuel,DiscreteBar,,,8ee728cc28805e299412b75d28a60027,per-capita-co2-fuel_v27_850x600.svg,100,116,483850264,3394337
per-capita-co2-gas,WorldMap,,,48d97bd1d50c9e07d7303500f27fef47,per-capita-co2-gas_v27_850x600.svg,5,31,594796424,535468
per-capita-co2-including-land,WorldMap,,,78a8092ec84831890d7ebdbbb56eb655,per-capita-co2-including-land_v19_850x600.svg,10,54,379241256,793625
per-capita-co2-international-aviation,WorldMap,,,f448135c2b8a492e3459c486e29ed787,per-capita-co2-international-aviation_v17_850x600.svg,2,21,481332024,77227
per-capita-co2-international-flights-adjusted,WorldMap,,,e938ab394185373879e70b48914513c4,per-capita-co2-international-flights-adjusted_v29_850x600.svg,14,34,240401352,39004
per-capita-co2-oil,WorldMap,,,291ebadf001c60aabd6a48edff487c76,per-capita-co2-oil_v27_850x600.svg,7,39,621131048,819964
per-capita-co2-region,Marimekko,,,ef75ab53912d6b3f988b2a085e28b83a,per-capita-co2-region_v29_850x600.svg,63,130,493724936,2731456
per-capita-co2-sector,DiscreteBar,,,beb53df25354d91ea778fcf9e9a9bd5d,per-capita-co2-sector_v13_850x600.svg,32,103,439583984,1823595
per-capita-co2-transport,WorldMap,,,7732451723b481eba0ddb4856d2cd070,per-capita-co2-transport_v12_850x600.svg,5,31,365568440,227570
per-capita-co2-vs-average,WorldMap,,,0834a09f1bb8bae56bd9c5a90c2b5924,per-capita-co2-vs-average_v33_850x600.svg,9,122,467017640,899078
per-capita-consumption-based-co-emissions-vs-per-capita-energy-consumption,ScatterPlot,,,4243c2318eeb945d3391dccc68a82a97,per-capita-consumption-based-co-emissions-vs-per-capita-energy-consumption_v57_850x600.svg,176,382,319353768,3112566
per-capita-diet-composition,LineChart,,,aba3f17607244ac9e70b27ae266c5fa0,per-capita-diet-composition_v5_850x600.svg,60,80,609013088,2678940
per-capita-egg-consumption-kilograms-per-year,WorldMap,,,74da7c99fe5d7bbf7c562988da4d74ac,per-capita-egg-consumption-kilograms-per-year_v11_850x600.svg,4,64,478977568,437067
per-capita-electricity-demand,WorldMap,,,d7283e4681a2e79ba0a78fa667b6eeaa,per-capita-electricity-demand_v8_850x600.svg,2,43,514688472,200971
per-capita-electricity-fossil-nuclear-renewables,StackedDiscreteBar,,,3772e8ff9fadbead3f295fb8dfe97048,per-capita-electricity-fossil-nuclear-renewables_v46_850x600.svg,16,34,380167744,587294
per-capita-electricity-generation,WorldMap,,,cdb6cf760285a9707cad0f3dee3245b2,per-capita-electricity-generation_v41_850x600.svg,3,27,488200496,234417
per-capita-electricity-generation-from-solar-and-wind,WorldMap,,,f204bb2662262d5ba8913bd9cce1edb7,per-capita-electricity-generation-from-solar-and-wind_v18_850x600.svg,3,28,489578272,242049
per-capita-electricity-generation-vs-gdp-per-capita,ScatterPlot,,,7be41e6cbbea5fd3f43e0bbe249be811,per-capita-electricity-generation-vs-gdp-per-capita_v51_850x600.svg,16,87,668267544,484984
per-capita-electricity-source-stacked,StackedDiscreteBar,,,efac66db770b903232ad632800950d96,per-capita-electricity-source-stacked_v34_850x600.svg,39,66,444132480,1655186
per-capita-energy-consumption-from-solar-and-wind,WorldMap,,,b82eae48bf0d4dd2b5946a95424d9be1,per-capita-energy-consumption-from-solar-and-wind_v12_850x600.svg,10,37,450268120,197344
per-capita-energy-source-stacked,StackedDiscreteBar,,,2a5903cffbdc3a59e7a9c4f122338638,per-capita-energy-source-stacked_v19_850x600.svg,19,39,484995240,521767
per-capita-energy-stacked,StackedDiscreteBar,,,a61876a8791275a1d78658c96d68d242,per-capita-energy-stacked_v22_850x600.svg,27,49,514597120,1305897
per-capita-energy-use,WorldMap,,,5b9b2fe3285717d0f19977b2b56865d6,per-capita-energy-use_v38_850x600.svg,6,41,481520016,371812
per-capita-fossil-energy-vs-gdp,ScatterPlot,,,46f783260490a695b8b594245cfe5cd2,per-capita-fossil-energy-vs-gdp_v38_850x600.svg,10,56,531259464,420916
per-capita-gas,WorldMap,,,c00bc9e84d1fca9c5f3e3f78c34885ac,per-capita-gas_v26_850x600.svg,2,22,432570408,166336
per-capita-ghg-co2-excluding-land-use,ScatterPlot,,,0bc906935b93918fdd32eee4b2511b46,per-capita-ghg-co2-excluding-land-use_v42_850x600.svg,46,157,542113416,2374280
per-capita-ghg-co2-including-land-use,ScatterPlot,,,c73e9250c82d4fa1e3657dd072d0517b,per-capita-ghg-co2-including-land-use_v41_850x600.svg,55,180,527187472,2468326
per-capita-ghg-emissions,WorldMap,,,d6f563a7c0a52b35a9118c68380824eb,per-capita-ghg-emissions_v36_850x600.svg,7,59,470747920,1206743
per-capita-ghg-excl-land-use,WorldMap,,,7fdfde212080b16c186b3cc7c70c66d3,per-capita-ghg-excl-land-use_v24_850x600.svg,7,59,654013256,1212757
per-capita-ghg-sector,DiscreteBar,,,7f0fcd6974e9e138d18c66b4ea32a075,per-capita-ghg-sector_v21_850x600.svg,63,77,549166600,2428324
per-capita-hydro,WorldMap,,,029b18924a4b9798500e3eea4b3f02d9,per-capita-hydro_v27_850x600.svg,3,24,492067032,165921
per-capita-low-carbon-energy,WorldMap,,,723c79f9aca714ff9ecac3548092e77c,per-capita-low-carbon-energy_v29_850x600.svg,3,27,339061976,167441
per-capita-low-carbon-vs-gdp,ScatterPlot,,,79788d70b6912800c99c9c3fcc073a70,per-capita-low-carbon-vs-gdp_v36_850x600.svg,9,53,698235864,418008
per-capita-meat-consumption-by-type-kilograms-per-year,StackedArea,,,96998f910c961dcec1d373a5da569d83,per-capita-meat-consumption-by-type-kilograms-per-year_v18_850x600.svg,85,102,566435472,2167695
per-capita-meat-eu28,StackedArea,,,66bdef9fe34630a55d63b6b2d108684f,per-capita-meat-eu28_v7_850x600.svg,2,17,465794440,4250
per-capita-meat-type,StackedDiscreteBar,,,4f0df8b7ce9fc772bc7c91f386c403a1,per-capita-meat-type_v19_850x600.svg,56,74,374950144,2604293
per-capita-meat-usa,StackedArea,,,a582d84f072b036f63e2de4556eb3853,per-capita-meat-usa_v7_850x600.svg,30,94,497747232,1297777
per-capita-methane-emissions,WorldMap,,,6d087cb458820f12561646e767c5ba84,per-capita-methane-emissions_v23_850x600.svg,7,66,736702312,1219817
per-capita-methane-sector,DiscreteBar,,,d65979ca83b9e2018b8b3a0ccaa0efdb,per-capita-methane-sector_v13_850x600.svg,62,74,551531152,2247075
per-capita-milk-consumption,WorldMap,,,2780ce8dacdb4239f9684b02b69a66ef,per-capita-milk-consumption_v18_850x600.svg,3,33,571215632,437906
